,school_name,type,math_score,reading_score
8108,Hernandez High School,District,68,94
8109,Hernandez High School,District,65,92
8110,Hernandez High School,District,70,64
8111,Hernandez High School,District,95,67
8112,Hernandez High School,District,75,65
8113,Hernandez High School,District,60,90
8114,Hernandez High School,District,76,85
8115,Hernandez High School,District,84,86
8116,Hernandez High School,District,63,81
8117,Hernandez High School,District,97,78
8118,Hernandez High School,District,86,80
8119,Hernandez High School,District,87,94
8120,Hernandez High School,District,66,89
8121,Hernandez High School,District,82,74
8122,Hernandez High School,District,91,81
8123,Hernandez High School,District,60,82
8124,Hernandez High School,District,62,77
8125,Hernandez High School,District,65,75
8126,Hernandez High School,District,79,84
8127,Hernandez High School,District,69,66
8128,Hernandez High School,District,97,65
8129,Hernandez High School,District,57,80
8130,Hernandez High School,District,89,98
8131,Hernandez High School,District,91,91
8132,Hernandez High School,District,59,77
8133,Hernandez High School,District,70,68
8134,Hernandez High School,District,60,93
8135,Hernandez High School,District,92,89
8136,Hernandez High School,District,70,93
8137,Hernandez High School,District,77,69
8138,Hernandez High School,District,68,72
8139,Hernandez High School,District,96,79
8140,Hernandez High School,District,72,87
8141,Hernandez High School,District,70,94
8142,Hernandez High School,District,87,63
8143,Hernandez High School,District,90,94
8144,Hernandez High School,District,82,83
8145,Hernandez High School,District,67,67
8146,Hernandez High School,District,72,89
8147,Hernandez High School,District,75,93
8148,Hernandez High School,District,87,75
8149,Hernandez High School,District,87,73
8150,Hernandez High School,District,67,72
8151,Hernandez High School,District,58,82
8152,Hernandez High School,District,74,99
8153,Hernandez High School,District,61,75
8154,Hernandez High School,District,71,86
8155,Hernandez High School,District,74,66
8156,Hernandez High School,District,99,68
8157,Hernandez High School,District,95,80
8158,Hernandez High School,District,88,70
8159,Hernandez High School,District,73,64
8160,Hernandez High School,District,77,78
8161,Hernandez High School,District,73,87
8162,Hernandez High School,District,69,93
8163,Hernandez High School,District,82,85
8164,Hernandez High School,District,94,63
8165,Hernandez High School,District,75,70
8166,Hernandez High School,District,62,70
8167,Hernandez High School,District,68,65
8168,Hernandez High School,District,56,71
8169,Hernandez High School,District,84,90
8170,Hernandez High School,District,57,83
8171,Hernandez High School,District,65,76
8172,Hernandez High School,District,85,69
8173,Hernandez High School,District,81,64
8174,Hernandez High School,District,92,65
8175,Hernandez High School,District,64,94
8176,Hernandez High School,District,95,98
8177,Hernandez High School,District,68,79
8178,Hernandez High School,District,58,78
8179,Hernandez High School,District,89,72
8180,Hernandez High School,District,78,65
8181,Hernandez High School,District,56,70
8182,Hernandez High School,District,65,63
8183,Hernandez High School,District,89,76
8184,Hernandez High School,District,93,69
8185,Hernandez High School,District,56,76
8186,Hernandez High School,District,80,89
8187,Hernandez High School,District,57,64
8188,Hernandez High School,District,65,83
8189,Hernandez High School,District,91,83
8190,Hernandez High School,District,67,81
8191,Hernandez High School,District,59,82
8192,Hernandez High School,District,98,83
8193,Hernandez High School,District,79,77
8194,Hernandez High School,District,60,87
8195,Hernandez High School,District,64,94
8196,Hernandez High School,District,97,79
8197,Hernandez High School,District,70,92
8198,Hernandez High School,District,63,96
8199,Hernandez High School,District,71,82
8200,Hernandez High School,District,81,88
8201,Hernandez High School,District,55,70
8202,Hernandez High School,District,98,82
8203,Hernandez High School,District,57,78
8204,Hernandez High School,District,80,66
8205,Hernandez High School,District,91,81
8206,Hernandez High School,District,77,64
8207,Hernandez High School,District,86,67
8208,Hernandez High School,District,73,75
8209,Hernandez High School,District,63,68
8210,Hernandez High School,District,55,93
8211,Hernandez High School,District,96,66
8212,Hernandez High School,District,79,73
8213,Hernandez High School,District,88,74
8214,Hernandez High School,District,80,91
8215,Hernandez High School,District,61,94
8216,Hernandez High School,District,83,63
8217,Hernandez High School,District,62,71
8218,Hernandez High School,District,74,91
8219,Hernandez High School,District,65,65
8220,Hernandez High School,District,91,74
8221,Hernandez High School,District,73,76
8222,Hernandez High School,District,95,70
8223,Hernandez High School,District,72,86
8224,Hernandez High School,District,72,97
8225,Hernandez High School,District,84,70
8226,Hernandez High School,District,90,88
8227,Hernandez High School,District,61,96
8228,Hernandez High School,District,81,80
8229,Hernandez High School,District,93,83
8230,Hernandez High School,District,95,71
8231,Hernandez High School,District,91,84
8232,Hernandez High School,District,81,82
8233,Hernandez High School,District,90,94
8234,Hernandez High School,District,83,92
8235,Hernandez High School,District,84,84
8236,Hernandez High School,District,73,80
8237,Hernandez High School,District,99,74
8238,Hernandez High School,District,84,97
8239,Hernandez High School,District,82,93
8240,Hernandez High School,District,83,87
8241,Hernandez High School,District,59,99
8242,Hernandez High School,District,69,67
8243,Hernandez High School,District,75,73
8244,Hernandez High School,District,71,84
8245,Hernandez High School,District,97,93
8246,Hernandez High School,District,97,95
8247,Hernandez High School,District,81,84
8248,Hernandez High School,District,92,69
8249,Hernandez High School,District,87,99
8250,Hernandez High School,District,76,68
8251,Hernandez High School,District,81,73
8252,Hernandez High School,District,57,74
8253,Hernandez High School,District,89,77
8254,Hernandez High School,District,99,99
8255,Hernandez High School,District,60,89
8256,Hernandez High School,District,58,84
8257,Hernandez High School,District,93,71
8258,Hernandez High School,District,64,85
8259,Hernandez High School,District,78,72
8260,Hernandez High School,District,66,72
8261,Hernandez High School,District,58,82
8262,Hernandez High School,District,94,86
8263,Hernandez High School,District,88,98
8264,Hernandez High School,District,85,85
8265,Hernandez High School,District,57,85
8266,Hernandez High School,District,85,95
8267,Hernandez High School,District,88,95
8268,Hernandez High School,District,92,69
8269,Hernandez High School,District,82,65
8270,Hernandez High School,District,84,64
8271,Hernandez High School,District,61,97
8272,Hernandez High School,District,58,71
8273,Hernandez High School,District,94,89
8274,Hernandez High School,District,66,64
8275,Hernandez High School,District,62,65
8276,Hernandez High School,District,82,70
8277,Hernandez High School,District,83,67
8278,Hernandez High School,District,69,98
8279,Hernandez High School,District,89,71
8280,Hernandez High School,District,98,70
8281,Hernandez High School,District,84,87
8282,Hernandez High School,District,56,87
8283,Hernandez High School,District,95,95
8284,Hernandez High School,District,75,71
8285,Hernandez High School,District,78,89
8286,Hernandez High School,District,68,82
8287,Hernandez High School,District,81,67
8288,Hernandez High School,District,92,91
8289,Hernandez High School,District,73,94
8290,Hernandez High School,District,63,84
8291,Hernandez High School,District,99,98
8292,Hernandez High School,District,74,85
8293,Hernandez High School,District,68,82
8294,Hernandez High School,District,58,71
8295,Hernandez High School,District,76,92
8296,Hernandez High School,District,68,95
8297,Hernandez High School,District,63,82
8298,Hernandez High School,District,96,81
8299,Hernandez High School,District,76,74
8300,Hernandez High School,District,59,99
8301,Hernandez High School,District,94,66
8302,Hernandez High School,District,62,79
8303,Hernandez High School,District,69,78
8304,Hernandez High School,District,60,63
8305,Hernandez High School,District,85,98
8306,Hernandez High School,District,77,79
8307,Hernandez High School,District,62,95
8308,Hernandez High School,District,70,89
8309,Hernandez High School,District,86,66
8310,Hernandez High School,District,98,67
8311,Hernandez High School,District,69,74
8312,Hernandez High School,District,82,96
8313,Hernandez High School,District,62,90
8314,Hernandez High School,District,58,95
8315,Hernandez High School,District,58,81
8316,Hernandez High School,District,83,84
8317,Hernandez High School,District,61,66
8318,Hernandez High School,District,90,82
8319,Hernandez High School,District,93,69
8320,Hernandez High School,District,74,92
8321,Hernandez High School,District,95,79
8322,Hernandez High School,District,58,81
8323,Hernandez High School,District,78,66
8324,Hernandez High School,District,71,87
8325,Hernandez High School,District,64,70
8326,Hernandez High School,District,76,73
8327,Hernandez High School,District,95,77
8328,Hernandez High School,District,64,94
8329,Hernandez High School,District,79,90
8330,Hernandez High School,District,77,90
8331,Hernandez High School,District,91,82
8332,Hernandez High School,District,71,73
8333,Hernandez High School,District,55,69
8334,Hernandez High School,District,75,85
8335,Hernandez High School,District,75,76
8336,Hernandez High School,District,83,99
8337,Hernandez High School,District,83,71
8338,Hernandez High School,District,58,88
8339,Hernandez High School,District,77,91
8340,Hernandez High School,District,55,85
8341,Hernandez High School,District,91,93
8342,Hernandez High School,District,75,79
8343,Hernandez High School,District,59,70
8344,Hernandez High School,District,64,93
8345,Hernandez High School,District,88,88
8346,Hernandez High School,District,63,85
8347,Hernandez High School,District,77,66
8348,Hernandez High School,District,69,82
8349,Hernandez High School,District,96,64
8350,Hernandez High School,District,87,66
8351,Hernandez High School,District,55,69
8352,Hernandez High School,District,60,96
8353,Hernandez High School,District,92,78
8354,Hernandez High School,District,68,99
8355,Hernandez High School,District,64,64
8356,Hernandez High School,District,84,86
8357,Hernandez High School,District,80,74
8358,Hernandez High School,District,84,68
8359,Hernandez High School,District,83,68
8360,Hernandez High School,District,61,82
8361,Hernandez High School,District,73,77
8362,Hernandez High School,District,65,74
8363,Hernandez High School,District,84,89
8364,Hernandez High School,District,66,82
8365,Hernandez High School,District,73,63
8366,Hernandez High School,District,89,68
8367,Hernandez High School,District,71,65
8368,Hernandez High School,District,58,67
8369,Hernandez High School,District,95,83
8370,Hernandez High School,District,73,96
8371,Hernandez High School,District,79,67
8372,Hernandez High School,District,78,70
8373,Hernandez High School,District,60,93
8374,Hernandez High School,District,74,95
8375,Hernandez High School,District,79,64
8376,Hernandez High School,District,89,73
8377,Hernandez High School,District,80,74
8378,Hernandez High School,District,84,86
8379,Hernandez High School,District,88,87
8380,Hernandez High School,District,86,98
8381,Hernandez High School,District,99,87
8382,Hernandez High School,District,60,98
8383,Hernandez High School,District,55,63
8384,Hernandez High School,District,70,85
8385,Hernandez High School,District,78,87
8386,Hernandez High School,District,71,71
8387,Hernandez High School,District,68,98
8388,Hernandez High School,District,71,96
8389,Hernandez High School,District,61,71
8390,Hernandez High School,District,74,89
8391,Hernandez High School,District,76,64
8392,Hernandez High School,District,62,73
8393,Hernandez High School,District,95,95
8394,Hernandez High School,District,94,98
8395,Hernandez High School,District,56,77
8396,Hernandez High School,District,93,76
8397,Hernandez High School,District,88,83
8398,Hernandez High School,District,98,77
8399,Hernandez High School,District,94,75
